83,BRIGADA,-36.04153865334592,-71.16299973031809,97,4,4,2421883148,2031,157765,Standby,8,165
63,HELICOPTERO,-36.515337577920484,-70.4123976982509,161,1,1,3940925772,2886,147582,Standby,8,165
88,BOMBEROS,-36.14683076433177,-70.8703202014477,72,6,4,1913256723,1489,163100,Standby,8,165
87,BOMBEROS,-36.23876306880222,-70.68370478893551,63,6,2,1968310427,1448,166550,Standby,8,165
175,BRIGADA,-36.37827870806979,-70.50585861361955,119,5,4,2588510137,1979,157645,Standby,8,165
24,BOMBEROS,-35.947281140674086,-71.20655843970678,51,7,3,1952211253,1505,174132,Standby,8,165
194,HELICOPTERO,-35.89216325458915,-71.30135142840632,187,1,1,3813066284,3023,155448,Standby,8,165
166,AVION,-35.87275040046361,-71.17029282044024,754,2,1,11332203791,9917,67061,Standby,8,165
66,BOMBEROS,-35.8310511255519,-71.26532107344856,60,6,2,2035765561,1591,183742,Standby,8,165
79,BRIGADA,-35.774845116109105,-71.52247899995821,112,6,3,2529704278,1821,177948,Standby,8,165
155,BOMBEROS,-36.18330564685591,-70.27206767163523,62,7,4,2030075259,1416,200310,Standby,8,165
136,BOMBEROS,-35.64077538826129,-71.60081796819192,62,6,2,1952954521,1374,200745,Standby,8,165
184,BOMBEROS,-35.636494518851116,-71.54733120074783,67,6,3,1945777673,1551,200480,Standby,8,165
196,BOMBEROS,-35.92957830649445,-70.44729883364441,62,4,3,2151058549,1560,209494,Standby,8,165
125,BOMBEROS,-36.04610381248155,-70.2146324490516,58,6,3,2001188348,1486,216287,Standby,8,165
65,BRIGADA,-35.966076066857504,-70.29832448052491,101,6,3,2309391737,1992,209810,Standby,8,165
74,BRIGADA,-35.44366436400991,-71.67125974811296,76,6,3,2306681050,2022,220238,Standby,8,165
135,HELICOPTERO,-35.62278873165267,-70.74463891395325,223,1,1,3883670925,2807,196156,Standby,8,165
61,BOMBEROS,-35.42368927354777,-71.3357482902989,68,5,3,2035126575,1549,225468,Standby,8,165
12,BRIGADA,-35.63190152992181,-70.5715695552194,99,4,3,2562657675,1923,224077,Standby,8,165
161,BOMBEROS,-35.35164509833521,-71.4935848155468,62,6,4,1869304034,1442,232848,Standby,8,165
167,BOMBEROS,-35.36609813185203,-71.88110309005815,71,4,3,1860686951,1538,231406,Standby,8,165
160,BOMBEROS,-35.297241058362346,-71.57179583183846,52,7,4,1903087845,1461,240208,Standby,8,165
174,BOMBEROS,-35.4050231763123,-70.90989289533745,54,6,4,2000477989,1564,239966,Standby,8,165
68,HELICOPTERO,-35.30085718028327,-71.21494412024029,180,1,1,3832352764,2906,222309,Standby,8,165
99,BRIGADA,-35.318419411414965,-71.04995395731635,103,4,3,2493913621,2028,236839,Standby,8,165
171,BRIGADA,-35.257155202671214,-71.7786538022383,99,6,2,2482032778,1923,237574,Standby,8,165
146,BOMBEROS,-35.20038518834989,-71.50187645600245,52,7,2,2146559456,1415,251077,Standby,8,165
1,BOMBEROS,-35.257623435181664,-70.94116284986208,50,7,4,2068557462,1479,255136,Standby,8,165
173,HELICOPTERO,-35.36869885558348,-70.61178287774523,111,1,1,4091555179,2891,246118,Standby,8,165
176,BOMBEROS,-35.16121979056844,-71.39193785473607,56,7,3,1942792319,1324,255507,Standby,8,165
7,BOMBEROS,-35.14291820445962,-71.5469022485107,51,6,3,2136026037,1391,257396,Standby,8,165
50,BOMBEROS,-35.18275703895902,-71.1076639488864,62,7,3,2011011234,1665,256748,Standby,8,165
58,BOMBEROS,-35.3398470030315,-70.59899502135181,65,5,3,2089862744,1611,257179,Standby,8,165
6,HELICOPTERO,-35.47670419137369,-70.21274440459548,278,0,1,4073339181,3205,229523,Standby,8,165
19,BOMBEROS,-35.08090197523492,-71.97899086523161,61,5,4,2067140732,1634,265615,Standby,8,165
